//X,Y,Z,intensity,ping_no
-261.28155518,115.06027985,-7.50601006,-510.000000,104.000000
-261.26226807,115.11335754,-7.50855541,-510.000000,104.000000
-261.24264526,115.16731262,-7.51035929,-510.000000,104.000000
-261.22134399,115.22592163,-7.52941418,-510.000000,104.000000
-261.20321655,115.27565765,-7.51239920,-510.000000,104.000000
-261.18515015,115.32525635,-7.49493837,-510.000000,104.000000
-261.16714478,115.37471771,-7.47703409,-510.000000,104.000000
-261.14709473,115.42981720,-7.47601938,-510.000000,104.000000
-261.12460327,115.49167633,-7.49146175,-510.000000,104.000000
-261.10223389,115.55320740,-7.50651836,-510.000000,104.000000
-261.07946777,115.61585236,-7.52061939,-510.000000,104.000000
-261.05682373,115.67816162,-7.53433847,-510.000000,104.000000
-261.03350830,115.74229431,-7.54676437,-510.000000,104.000000
-261.01031494,115.80608368,-7.55879593,-510.000000,104.000000
-260.98672485,115.87095642,-7.56979847,-510.000000,104.000000
-260.96078491,115.94234467,-7.59728670,-510.000000,104.000000
-260.94168091,115.99477386,-7.57281876,-510.000000,104.000000
-260.92291260,116.04627228,-7.54821110,-510.000000,104.000000
-260.90396118,116.09829712,-7.52277279,-510.000000,104.000000
-260.88265991,116.15680695,-7.51381969,-510.000000,104.000000
-260.86352539,116.20925140,-7.48697805,-510.000000,104.000000
-260.84173584,116.26918030,-7.47610378,-510.000000,104.000000
-260.81988525,116.32914734,-7.46458864,-510.000000,104.000000
-260.79803467,116.38915253,-7.45242977,-510.000000,104.000000
-260.77566528,116.45060730,-7.43882179,-510.000000,104.000000
-260.75354004,116.51137543,-7.42494678,-510.000000,104.000000
-260.73114014,116.57286835,-7.40998936,-510.000000,104.000000
-260.70593262,116.64219666,-7.41077328,-510.000000,104.000000
-260.66757202,116.74788666,-7.47349977,-510.000000,104.000000
-260.62869263,116.85494995,-7.53466320,-510.000000,104.000000
-260.58935547,116.96336365,-7.59424210,-510.000000,104.000000
-260.54620361,117.08219147,-7.66786385,-510.000000,104.000000
-260.52197266,117.14878082,-7.64533997,-510.000000,104.000000
-260.49798584,117.21456146,-7.62254953,-510.000000,104.000000
-260.47378540,117.28101349,-7.59849739,-510.000000,104.000000
-260.44638062,117.35627747,-7.58946753,-510.000000,104.000000
-260.42520142,117.41437531,-7.54755735,-510.000000,104.000000
-260.40414429,117.47208405,-7.50504637,-510.000000,104.000000
-260.38323975,117.52939606,-7.46193695,-510.000000,104.000000
-260.35879517,117.59649658,-7.43309450,-510.000000,104.000000
-260.31491089,117.71721649,-7.47552109,-510.000000,104.000000
-260.26708984,117.84890747,-7.53119516,-510.000000,104.000000
-260.22229004,117.97220612,-7.56955004,-510.000000,104.000000
-260.17343140,118.10669708,-7.62091398,-510.000000,104.000000
-260.13900757,118.20130920,-7.61095858,-510.000000,104.000000
-260.10446167,118.29623413,-7.59959507,-510.000000,104.000000
-260.06979370,118.39145660,-7.58681870,-510.000000,104.000000
-260.03503418,118.48695374,-7.57261944,-510.000000,104.000000
-259.98669434,118.61991119,-7.59565687,-510.000000,104.000000
-259.93405151,118.76477814,-7.63072491,-510.000000,104.000000
-259.88488770,118.89997101,-7.64895201,-510.000000,104.000000
-259.83132935,119.04727936,-7.67893219,-510.000000,104.000000
-259.78900146,119.16355896,-7.66272497,-510.000000,104.000000
-259.74679565,119.27949524,-7.64530182,-510.000000,104.000000
-259.70419312,119.39651489,-7.62512684,-510.000000,104.000000
-259.66174316,119.51313782,-7.60374355,-510.000000,104.000000
-259.60876465,119.65878296,-7.60160398,-510.000000,104.000000
-259.55572510,119.80450439,-7.59751415,-510.000000,104.000000
-259.50216675,119.95171356,-7.58979750,-510.000000,104.000000
-259.44860840,120.09892273,-7.58012819,-510.000000,104.000000
-259.37393188,120.30427551,-7.60938835,-510.000000,104.000000
-259.29382324,120.52460480,-7.64596415,-510.000000,104.000000
-259.21301270,120.74687195,-7.67763186,-510.000000,104.000000
-259.13150024,120.97100067,-7.70434523,-510.000000,104.000000
-259.04745483,121.20210266,-7.71892548,-510.000000,104.000000
-258.95803833,121.44797516,-7.74017525,-510.000000,104.000000
-258.87271118,121.68254089,-7.74362087,-510.000000,104.000000
-258.78198242,121.93195343,-7.75331163,-510.000000,104.000000
-258.68273926,122.20472717,-7.75605917,-510.000000,104.000000
-258.58282471,122.47934723,-7.75172091,-510.000000,104.000000
-258.48229980,122.75567627,-7.74024057,-510.000000,104.000000
-258.38116455,123.03356934,-7.72156239,-510.000000,104.000000
-264.71603394,105.90789032,-7.89314032,-510.000000,105.000000
-264.63668823,106.12602997,-7.85423565,-510.000000,105.000000
-264.56246948,106.33004761,-7.82386875,-510.000000,105.000000
-264.48913574,106.53159332,-7.78841591,-510.000000,105.000000
-264.41619873,106.73211670,-7.74972248,-510.000000,105.000000
-264.35900879,106.88935852,-7.74053764,-510.000000,105.000000
-264.30648804,107.03385925,-7.74200583,-510.000000,105.000000
-264.25451660,107.17679596,-7.74002695,-510.000000,105.000000
-264.20257568,107.31962585,-7.73624706,-510.000000,105.000000
-264.15231323,107.45783234,-7.72602177,-510.000000,105.000000
-264.10647583,107.58397675,-7.72747421,-510.000000,105.000000
-264.05682373,107.72045898,-7.71258497,-510.000000,105.000000
-264.01150513,107.84507751,-7.70965004,-510.000000,105.000000
-263.97174072,107.95449829,-7.71552086,-510.000000,105.000000
-263.93215942,108.06343842,-7.71967888,-510.000000,105.000000
-263.89273071,108.17185974,-7.72213554,-510.000000,105.000000
-263.85351563,108.27975464,-7.72290087,-510.000000,105.000000
-263.80728149,108.40676880,-7.69160461,-510.000000,105.000000
-263.76516724,108.52259827,-7.67322683,-510.000000,105.000000
-263.71969604,108.64750671,-7.63795519,-510.000000,105.000000
-263.67825317,108.76144409,-7.61583900,-510.000000,105.000000
-263.63412476,108.88268280,-7.57550001,-510.000000,105.000000
-263.59042358,109.00273895,-7.53325844,-510.000000,105.000000
-263.54714966,109.12158203,-7.48913383,-510.000000,105.000000
-263.50799561,109.22919464,-7.45814085,-510.000000,105.000000
-263.48077393,109.30409241,-7.46921492,-510.000000,105.000000
-263.45336914,109.37953186,-7.47986174,-510.000000,105.000000
-263.42626953,109.45407867,-7.48903799,-510.000000,105.000000
-263.40246582,109.51968384,-7.51316261,-510.000000,105.000000
-263.38253784,109.57459259,-7.55101824,-510.000000,105.000000
-263.36251831,109.62982941,-7.58832979,-510.000000,105.000000
-263.34237671,109.68539429,-7.62509441,-510.000000,105.000000
-263.32208252,109.74127197,-7.66131020,-510.000000,105.000000
-263.28295898,109.84867859,-7.60104322,-510.000000,105.000000
-263.24404907,109.95547485,-7.53968859,-510.000000,105.000000
-263.20590210,110.06020355,-7.47636271,-510.000000,105.000000
-263.17102051,110.15591431,-7.42804575,-510.000000,105.000000
-263.14916992,110.21614838,-7.44222641,-510.000000,105.000000
-263.13024902,110.26825714,-7.47199631,-510.000000,105.000000
-263.11126709,110.32061768,-7.50127125,-510.000000,105.000000
-263.09216309,110.37322235,-7.53004885,-510.000000,105.000000
-263.06506348,110.44769287,-7.50817299,-510.000000,105.000000
-263.04067993,110.51473999,-7.50230408,-510.000000,105.000000
-263.01669312,110.58074188,-7.49530554,-510.000000,105.000000
-262.99252319,110.64713287,-7.48791695,-510.000000,105.000000
-262.97164917,110.70460510,-7.49581623,-510.000000,105.000000
-262.95312500,110.75569916,-7.52027130,-510.000000,105.000000
-262.93222046,110.81314850,-7.52705383,-510.000000,105.000000
-262.91360474,110.86450195,-7.55050659,-510.000000,105.000000
-262.88815308,110.93440247,-7.52187967,-510.000000,105.000000
-262.86505127,110.99791718,-7.50980759,-510.000000,105.000000
-262.84231567,111.06034851,-7.49674034,-510.000000,105.000000
-262.81948853,111.12311554,-7.48329496,-510.000000,105.000000
-262.79928589,111.17871094,-7.48610020,-510.000000,105.000000
-262.77911377,111.23419952,-7.48835182,-510.000000,105.000000
-262.75897217,111.28956604,-7.49005461,-510.000000,105.000000
-262.74099731,111.33914948,-7.50858545,-510.000000,105.000000
-262.71939087,111.39847565,-7.49130535,-510.000000,105.000000
-262.69967651,111.45272827,-7.49113560,-510.000000,105.000000
-262.67831421,111.51136780,-7.47267914,-510.000000,105.000000
-262.65875244,111.56520081,-7.47142076,-510.000000,105.000000
-262.63949585,111.61817169,-7.46941471,-510.000000,105.000000
-262.62002563,111.67169952,-7.46712637,-510.000000,105.000000
-262.60089111,111.72435760,-7.46410799,-510.000000,105.000000
-262.58154297,111.77757263,-7.46079874,-510.000000,105.000000
-262.56439209,111.82476044,-7.47434998,-510.000000,105.000000
-262.54696655,111.87276459,-7.48769283,-510.000000,105.000000
-262.52975464,111.92015839,-7.50042677,-510.000000,105.000000
-262.51223755,111.96836090,-7.51293802,-510.000000,105.000000
-262.49496460,112.01593781,-7.52485180,-510.000000,105.000000
-262.47738647,112.06432343,-7.53652954,-510.000000,105.000000
-262.46005249,112.11207581,-7.54761982,-510.000000,105.000000
-262.44241333,112.16063690,-7.55846024,-510.000000,105.000000
-262.42279053,112.21450043,-7.53249025,-510.000000,105.000000
-262.40426636,112.26541901,-7.52422476,-510.000000,105.000000
-262.38494873,112.31847382,-7.49726248,-510.000000,105.000000
-262.36660767,112.36885071,-7.48805428,-510.000000,105.000000
-262.34967041,112.41550446,-7.49641037,-510.000000,105.000000
-262.33242798,112.46293640,-7.50449181,-510.000000,105.000000
-262.31542969,112.50971222,-7.51205301,-510.000000,105.000000
-262.29815674,112.55726624,-7.51932669,-510.000000,105.000000
-262.28027344,112.60639191,-7.50785971,-510.000000,105.000000
-262.26300049,112.65390778,-7.51430416,-510.000000,105.000000
-262.24600220,112.70075226,-7.52025318,-510.000000,105.000000
-262.22869873,112.74835205,-7.52588892,-510.000000,105.000000
-262.21099854,112.79697418,-7.51274109,-510.000000,105.000000
-262.19396973,112.84380341,-7.51748180,-510.000000,105.000000
-262.17642212,112.89208221,-7.50350237,-510.000000,105.000000
-262.15942383,112.93883514,-7.50744104,-510.000000,105.000000
-262.14224243,112.98604584,-7.49258566,-510.000000,105.000000
-262.12527466,113.03271484,-7.49573088,-510.000000,105.000000
-262.10855103,113.07868958,-7.49844313,-510.000000,105.000000
-262.09158325,113.12539673,-7.50080633,-510.000000,105.000000
-262.07461548,113.17211914,-7.50277472,-510.000000,105.000000
-262.05761719,113.21885681,-7.50434923,-510.000000,105.000000
-262.04061890,113.26560211,-7.50552845,-510.000000,105.000000
-262.02362061,113.31235504,-7.50631332,-510.000000,105.000000
-262.00662231,113.35911560,-7.50670338,-510.000000,105.000000
-261.98962402,113.40587616,-7.50669909,-510.000000,105.000000
-261.97262573,113.45263672,-7.50629950,-510.000000,105.000000
-261.95553589,113.49974060,-7.52388954,-510.000000,105.000000
-261.93847656,113.54662323,-7.52269745,-510.000000,105.000000
-261.92169189,113.59277344,-7.52113676,-510.000000,105.000000
-261.90466309,113.63963318,-7.51915884,-510.000000,105.000000
-261.88790894,113.68575287,-7.51682520,-510.000000,105.000000
-261.87088013,113.73257446,-7.51406240,-510.000000,105.000000
-261.85385132,113.77938080,-7.51090479,-510.000000,105.000000
-261.83685303,113.82615662,-7.50735140,-510.000000,105.000000
-261.81933594,113.87434387,-7.52172852,-510.000000,105.000000
-261.80203247,113.92192078,-7.51730347,-510.000000,105.000000
-261.78442383,113.97045898,-7.53084564,-510.000000,105.000000
-261.76708984,114.01809692,-7.52559614,-510.000000,105.000000
-261.74932861,114.06697083,-7.53829432,-510.000000,105.000000
-261.73199463,114.11466217,-7.53221750,-510.000000,105.000000
-261.71490479,114.16158295,-7.52583313,-510.000000,105.000000
-261.69760132,114.20918274,-7.51894569,-510.000000,105.000000
-261.68057251,114.25600433,-7.51176453,-510.000000,105.000000
-261.66329956,114.30348969,-7.50406837,-510.000000,105.000000
-261.64630127,114.35019684,-7.49609041,-510.000000,105.000000
-261.62908936,114.39755249,-7.48758650,-510.000000,105.000000
-261.61102295,114.44721985,-7.49691010,-510.000000,105.000000
-261.59240723,114.49853516,-7.50549698,-510.000000,105.000000
-261.57394409,114.54932404,-7.51376104,-510.000000,105.000000
-261.55514526,114.60103607,-7.52140093,-510.000000,105.000000
-261.53524780,114.65585327,-7.54670382,-510.000000,105.000000
-261.51763916,114.70430756,-7.53540659,-510.000000,105.000000
-261.50027466,114.75196075,-7.52386665,-510.000000,105.000000
-261.48272705,114.80023956,-7.51173401,-510.000000,105.000000
-261.46545410,114.84770203,-7.49937201,-510.000000,105.000000
-261.44613647,114.90082550,-7.50401640,-510.000000,105.000000
-261.42544556,114.95787048,-7.52612543,-510.000000,105.000000
-261.40594482,115.01147461,-7.52971792,-510.000000,105.000000
-261.38497925,115.06925201,-7.55070210,-510.000000,105.000000
-261.36706543,115.11845398,-7.53558254,-510.000000,105.000000
-261.34945679,115.16680145,-7.52025986,-510.000000,105.000000
-261.33163452,115.21575928,-7.50427866,-510.000000,105.000000
-261.31222534,115.26914978,-7.50562334,-510.000000,105.000000
-261.29226685,115.32411957,-7.50595236,-510.000000,105.000000
-261.27221680,115.37922668,-7.50573874,-510.000000,105.000000
-261.25213623,115.43447113,-7.50498199,-510.000000,105.000000
-261.23199463,115.48984528,-7.50367785,-510.000000,105.000000
-261.21371460,115.54009247,-7.48428392,-510.000000,105.000000
-261.19354248,115.59557343,-7.48192644,-510.000000,105.000000
-261.17532349,115.64563751,-7.46157217,-510.000000,105.000000
-261.15509033,115.70120239,-7.45815706,-510.000000,105.000000
-261.13198853,115.76482391,-7.47060299,-510.000000,105.000000
-261.10900879,115.82810211,-7.48265839,-510.000000,105.000000
-261.08563232,115.89246368,-7.49368906,-510.000000,105.000000
-261.06237793,115.95647430,-7.50433493,-510.000000,105.000000
-261.03845215,116.02227020,-7.51358509,-510.000000,105.000000
-261.01467896,116.08769989,-7.52243805,-510.000000,105.000000
-260.99050903,116.15419006,-7.53019381,-510.000000,105.000000
-260.96380615,116.22777557,-7.55413914,-510.000000,105.000000
-260.94183350,116.28816986,-7.54341698,-510.000000,105.000000
-260.91983032,116.34861755,-7.53204823,-510.000000,105.000000
-260.89782715,116.40910339,-7.52003384,-510.000000,105.000000
-260.87582397,116.46962738,-7.50737047,-510.000000,105.000000
-260.85031128,116.53977203,-7.50944996,-510.000000,105.000000
-260.82498169,116.60949707,-7.51110411,-510.000000,105.000000
-260.79925537,116.68022156,-7.51149893,-510.000000,105.000000
-260.77059937,116.75908661,-7.52744436,-510.000000,105.000000
-260.75067139,116.81377411,-7.49383688,-510.000000,105.000000
-260.72766113,116.87702942,-7.47548628,-510.000000,105.000000
-260.70788574,116.93125916,-7.44071722,-510.000000,105.000000
-260.68493652,116.99431610,-7.42103148,-510.000000,105.000000
-260.65814209,117.06802368,-7.41520405,-510.000000,105.000000
-260.63153076,117.14123535,-7.40892935,-510.000000,105.000000
-260.60455322,117.21537018,-7.40123510,-510.000000,105.000000
-260.57427979,117.29867554,-7.40834332,-510.000000,105.000000
-260.53594971,117.40420532,-7.44304371,-510.000000,105.000000
-260.49368286,117.52069092,-7.49116898,-510.000000,105.000000
-260.45458984,117.62834167,-7.52252436,-510.000000,105.000000
-260.41143799,117.74719238,-7.56705952,-510.000000,105.000000
-260.37829590,117.83834076,-7.56382227,-510.000000,105.000000
-260.34527588,117.92914581,-7.55985451,-510.000000,105.000000
-260.31185913,118.02104187,-7.55397987,-510.000000,105.000000
-260.27468872,118.12335205,-7.56175995,-510.000000,105.000000
-260.23648071,118.22844696,-7.56610060,-510.000000,105.000000
-260.19805908,118.33412170,-7.56879377,-510.000000,105.000000
-260.15945435,118.44037628,-7.56983042,-510.000000,105.000000
-260.12060547,118.54717255,-7.56919622,-510.000000,105.000000
-260.08053589,118.65740204,-7.56413937,-510.000000,105.000000
-260.03631592,118.77901459,-7.57159948,-510.000000,105.000000
-259.99157715,118.90210724,-7.57628584,-510.000000,105.000000
-259.94683838,119.02519989,-7.57959747,-510.000000,105.000000
-259.90051270,119.15262604,-7.57707405,-510.000000,105.000000
-259.85421753,119.27999115,-7.57304668,-510.000000,105.000000
-259.80740356,119.40871429,-7.56598473,-510.000000,105.000000
-259.76065063,119.53730774,-7.55741978,-510.000000,105.000000
-259.70321655,119.69525909,-7.56771517,-510.000000,105.000000
-259.64108276,119.86627960,-7.58820057,-510.000000,105.000000
-259.57818604,120.03932953,-7.60441160,-510.000000,105.000000
-259.51510620,120.21290588,-7.61802673,-510.000000,105.000000
-259.44970703,120.39280701,-7.62180233,-510.000000,105.000000
-259.38388062,120.57386017,-7.62175846,-510.000000,105.000000
-259.31765747,120.75600433,-7.61786509,-510.000000,105.000000
-259.24615479,120.95272064,-7.62151575,-510.000000,105.000000
-259.14752197,121.22424316,-7.66997099,-510.000000,105.000000
-259.04818726,121.49758148,-7.71284533,-510.000000,105.000000
-258.94772339,121.77407837,-7.74800253,-510.000000,105.000000
-258.84155273,122.06624603,-7.78816223,-510.000000,105.000000
-258.73690796,122.35416412,-7.79908991,-510.000000,105.000000
-258.62628174,122.65854645,-7.81266642,-510.000000,105.000000
-258.51483154,122.96514893,-7.81818628,-510.000000,105.000000
-258.40258789,123.27381134,-7.81558275,-510.000000,105.000000
-265.01470947,105.29750824,-7.78120089,-510.000000,106.000000
-264.95666504,105.45732880,-7.82143497,-510.000000,106.000000
-264.90368652,105.60330200,-7.86991453,-510.000000,106.000000
-264.84588623,105.76251984,-7.90388393,-510.000000,106.000000
-264.79306030,105.90807343,-7.94648504,-510.000000,106.000000
-264.71838379,106.11344910,-7.91958380,-510.000000,106.000000
-264.64401245,106.31794739,-7.88941813,-510.000000,106.000000
-264.57052612,106.51996613,-7.85415983,-510.000000,106.000000
-264.49743652,106.72097778,-7.81566143,-510.000000,106.000000
-264.44009399,106.87873077,-7.80672884,-510.000000,106.000000
-264.38284302,107.03620148,-7.79569435,-510.000000,106.000000
-264.32626343,107.19182587,-7.78090668,-510.000000,106.000000
-264.26980591,107.34706879,-7.76402473,-510.000000,106.000000
-264.21954346,107.48540497,-7.75362825,-510.000000,106.000000
-264.16931152,107.62355804,-7.74158239,-510.000000,106.000000
-264.11968994,107.76001740,-7.72638798,-510.000000,106.000000
-264.07440186,107.88463593,-7.72317553,-510.000000,106.000000
-264.02624512,108.01700592,-7.70129633,-510.000000,106.000000
-263.97848511,108.14834595,-7.67720079,-510.000000,106.000000
-263.93112183,108.27862549,-7.65091228,-510.000000,106.000000
-263.88815308,108.39675903,-7.63657284,-510.000000,106.000000
-263.85427856,108.49001312,-7.64690256,-510.000000,106.000000
-263.82418823,108.57289886,-7.67087936,-510.000000,106.000000
-263.79049683,108.66564941,-7.67863894,-510.000000,106.000000
-263.76049805,108.74827576,-7.70026350,-510.000000,106.000000
-263.71997070,108.85974121,-7.67489481,-510.000000,106.000000
-263.68350220,108.96003723,-7.66263771,-510.000000,106.000000
-263.64355469,109.06977844,-7.63400507,-510.000000,106.000000
-263.60763550,109.16860199,-7.61872673,-510.000000,106.000000
-263.56555176,109.28420258,-7.57016850,-510.000000,106.000000
-263.52719116,109.38958740,-7.53560114,-510.000000,106.000000
-263.48947144,109.49325562,-7.49897289,-510.000000,106.000000
-263.45184326,109.59662628,-7.46132851,-510.000000,106.000000
-263.42532349,109.66967010,-7.46769476,-510.000000,106.000000
-263.39886475,109.74248505,-7.47315693,-510.000000,106.000000
-263.37246704,109.81507874,-7.47772169,-510.000000,106.000000
-263.34945679,109.87854767,-7.49715996,-510.000000,106.000000
-263.32690430,109.94059753,-7.51498222,-510.000000,106.000000
-263.30410767,110.00338745,-7.53256750,-510.000000,106.000000
-263.28158569,110.06546783,-7.54902267,-510.000000,106.000000
-263.26184082,110.11993408,-7.58132648,-510.000000,106.000000
-263.23651123,110.18962097,-7.57989931,-510.000000,106.000000
-263.21127319,110.25901794,-7.57765627,-510.000000,106.000000
-263.18615723,110.32812500,-7.57460403,-510.000000,106.000000
-263.16116333,110.39692688,-7.57074738,-510.000000,106.000000
-263.13397217,110.47162628,-7.54884815,-510.000000,106.000000
-263.10675049,110.54646301,-7.52642155,-510.000000,106.000000
-263.07998657,110.61997986,-7.50272608,-510.000000,106.000000
-263.05587769,110.68635559,-7.49518919,-510.000000,106.000000
-263.03759766,110.73672485,-7.51971292,-510.000000,106.000000
-263.01898193,110.78800964,-7.54411936,-510.000000,106.000000
-263.00057983,110.83876038,-7.56771803,-510.000000,106.000000
-262.98431396,110.88372803,-7.60812473,-510.000000,106.000000
-262.95629883,110.96055603,-7.56251717,-510.000000,106.000000
-262.93075562,111.03076172,-7.53335905,-510.000000,106.000000
-262.90338135,111.10590363,-7.48597097,-510.000000,106.000000
-262.87835693,111.17466736,-7.45515251,-510.000000,106.000000
-262.85824585,111.23000336,-7.45772409,-510.000000,106.000000
-262.83816528,111.28522491,-7.45974588,-510.000000,106.000000
-262.81814575,111.34032440,-7.46122074,-510.000000,106.000000
-262.80023193,111.38967133,-7.47953796,-510.000000,106.000000
-262.78079224,111.44321442,-7.47946453,-510.000000,106.000000
-262.76309204,111.49198151,-7.49661016,-510.000000,106.000000
-262.74368286,111.54537964,-7.49555254,-510.000000,106.000000
-262.72592163,111.59427643,-7.51179552,-510.000000,106.000000
-262.70477295,111.65245056,-7.49213839,-510.000000,106.000000
-262.68524170,111.70611572,-7.48977423,-510.000000,106.000000
-262.66607666,111.75891113,-7.48668003,-510.000000,106.000000
-262.64666748,111.81225586,-7.48329306,-510.000000,106.000000
-262.62786865,111.86399841,-7.47899485,-510.000000,106.000000
-262.60885620,111.91629028,-7.47440958,-510.000000,106.000000
-262.59014893,111.96768951,-7.46914625,-510.000000,106.000000
-262.57128906,112.01963043,-7.46358824,-510.000000,106.000000
-262.55273438,112.07067871,-7.45737028,-510.000000,106.000000
-262.53533936,112.11853790,-7.46880770,-510.000000,106.000000
-262.51818848,112.16577148,-7.47966623,-510.000000,106.000000
-262.50076294,112.21379852,-7.49027586,-510.000000,106.000000
-262.48257446,112.26377106,-7.48212004,-510.000000,106.000000
-262.46539307,112.31109619,-7.49173355,-510.000000,106.000000
-262.44845581,112.35778046,-7.50080490,-510.000000,106.000000
-262.43121338,112.40524292,-7.50961256,-510.000000,106.000000
-262.41317749,112.45481110,-7.49973631,-510.000000,106.000000
-262.39593506,112.50225830,-7.50771189,-510.000000,106.000000
-262.37893677,112.54905701,-7.51516914,-510.000000,106.000000
-262.36166382,112.59661865,-7.52233648,-510.000000,106.000000
-262.34381104,112.64572906,-7.51075935,-510.000000,106.000000
-262.32653809,112.69326019,-7.51709843,-510.000000,106.000000
-262.30880737,112.74205017,-7.50467062,-510.000000,106.000000
-262.29156494,112.78952789,-7.51018381,-510.000000,106.000000
-262.27453613,112.83632660,-7.51521587,-510.000000,106.000000
-262.25753784,112.88316345,-7.51985216,-510.000000,106.000000
-262.24050903,112.93003082,-7.52409315,-510.000000,106.000000
-262.22348022,112.97692871,-7.52793837,-510.000000,106.000000
-262.20669556,113.02313232,-7.53133774,-510.000000,106.000000
-262.18963623,113.07008362,-7.53439617,-510.000000,106.000000
-262.17282104,113.11633301,-7.53702116,-510.000000,106.000000
-262.15603638,113.16261292,-7.55766582,-510.000000,106.000000
-262.13867188,113.21031952,-7.54116869,-510.000000,106.000000
-262.12158203,113.25733948,-7.54264736,-510.000000,106.000000
-262.10449219,113.30436707,-7.54372883,-510.000000,106.000000
-262.08740234,113.35139465,-7.54441309,-510.000000,106.000000
-262.07031250,113.39842987,-7.54470062,-510.000000,106.000000
-262.05322266,113.44546509,-7.54459095,-510.000000,106.000000
-262.03613281,113.49250031,-7.54408407,-510.000000,106.000000
-262.01904297,113.53952789,-7.54318047,-510.000000,106.000000
-262.00195313,113.58654785,-7.54187918,-510.000000,106.000000
-261.98510742,113.63283539,-7.54021072,-510.000000,106.000000
-261.96804810,113.67982483,-7.53812218,-510.000000,106.000000
-261.95123291,113.72608185,-7.53567839,-510.000000,106.000000
-261.93414307,113.77303314,-7.53280306,-510.000000,106.000000
-261.91708374,113.81996918,-7.52953100,-510.000000,106.000000
-261.90005493,113.86687469,-7.52586269,-510.000000,106.000000
-261.88299561,113.91375732,-7.52179861,-510.000000,106.000000
-261.86572266,113.96132660,-7.51726770,-510.000000,106.000000
-261.84869385,114.00813293,-7.51240635,-510.000000,106.000000
-261.83142090,114.05562592,-7.50706673,-510.000000,106.000000
-261.81372070,114.10439301,-7.51967287,-510.000000,106.000000
-261.79641724,114.15193176,-7.51350689,-510.000000,106.000000
-261.77941895,114.19870758,-7.50703716,-510.000000,106.000000
-261.76217651,114.24615479,-7.50006390,-510.000000,106.000000
-261.74520874,114.29282379,-7.49279881,-510.000000,106.000000
-261.72799683,114.34016418,-7.48501921,-510.000000,106.000000
-261.71105957,114.38671875,-7.47696018,-510.000000,106.000000
-261.69387817,114.43392944,-7.46837616,-510.000000,106.000000
-261.67587280,114.48348236,-7.47761393,-510.000000,106.000000
-261.65612793,114.53793335,-7.50417471,-510.000000,106.000000
-261.63647461,114.59214020,-7.53035593,-510.000000,106.000000
-261.61636353,114.64754486,-7.55585194,-510.000000,106.000000
-261.59637451,114.70269012,-7.58097076,-510.000000,106.000000
-261.58001709,114.74758911,-7.55156279,-510.000000,106.000000
-261.56265259,114.79534912,-7.53988314,-510.000000,106.000000
-261.54504395,114.84374237,-7.52760839,-510.000000,106.000000
-261.52770996,114.89131927,-7.51510477,-510.000000,106.000000
-261.50991821,114.94023895,-7.50179577,-510.000000,106.000000
-261.49081421,114.99282837,-7.50602007,-510.000000,106.000000
-261.47305298,115.04167175,-7.49181509,-510.000000,106.000000
-261.45385742,115.09445953,-7.49507475,-510.000000,106.000000
-261.43612671,115.14321136,-7.47997332,-510.000000,106.000000
-261.41870117,115.19113159,-7.46467209,-510.000000,106.000000
-261.40103149,115.23964691,-7.44871759,-510.000000,106.000000
-261.38177490,115.29263306,-7.45007896,-510.000000,106.000000
-261.36001587,115.35264587,-7.46788263,-510.000000,106.000000
-261.33605957,115.41866302,-7.50245142,-510.000000,106.000000
-261.31185913,115.48536682,-7.53627539,-510.000000,106.000000
-261.28744507,115.55274200,-7.56934452,-510.000000,106.000000
-261.26678467,115.60950470,-7.56686926,-510.000000,106.000000
-261.24417114,115.67180634,-7.58130884,-510.000000,106.000000
-261.22116089,115.73522186,-7.59477615,-510.000000,106.000000
-261.19824219,115.79827881,-7.60786152,-510.000000,106.000000
-261.17941284,115.85006714,-7.58558941,-510.000000,106.000000
-261.16088867,115.90095520,-7.56316423,-510.000000,106.000000
-261.14215088,115.95237732,-7.53994703,-510.000000,106.000000
-261.12374878,116.00288391,-7.51659298,-510.000000,106.000000
-261.10491943,116.05464172,-7.49209356,-510.000000,106.000000
-261.08639526,116.10548401,-7.46746111,-510.000000,106.000000
-261.06771851,116.15682983,-7.44200468,-510.000000,106.000000
-261.04663086,116.21475983,-7.43299723,-510.000000,106.000000
-261.02227783,116.28182220,-7.43913603,-510.000000,106.000000
-260.99499512,116.35699463,-7.46091366,-510.000000,106.000000
-260.97033691,116.42483521,-7.46540833,-510.000000,106.000000
-260.94268799,116.50104523,-7.48537922,-510.000000,106.000000
-260.91427612,116.57926178,-7.50357199,-510.000000,106.000000
-260.88592529,116.65732574,-7.52118254,-510.000000,106.000000
-260.85711670,116.73666382,-7.53736877,-510.000000,106.000000
-260.82525635,116.82444763,-7.56892204,-510.000000,106.000000
-260.80206299,116.88823700,-7.55079889,-510.000000,106.000000
-260.77563477,116.96089172,-7.54773521,-510.000000,106.000000
-260.74914551,117.03379822,-7.54377794,-510.000000,106.000000
-260.72256470,117.10693359,-7.53892231,-510.000000,106.000000
-260.69873047,117.17243958,-7.51667833,-510.000000,106.000000
-260.67175293,117.24659729,-7.50958443,-510.000000,106.000000
-260.64447021,117.32167816,-7.50105190,-510.000000,106.000000
-260.61734009,117.39624023,-7.49208117,-510.000000,106.000000
-260.58584595,117.48297882,-7.49570322,-510.000000,106.000000
